title,link,description,published,city,state_name_x,county_name,lat,lng,roberta_title,roberta_description,roberta_title_label,roberta_title_score,roberta_desc_label,roberta_desc_score,city_ascii,state_id,state_name_y,county_fips,population,density,military,incorporated,timezone,zips
Camera takes 3D pictures with lasers,http://www.bbc.co.uk/news/technology-22079704#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A camera able to take 3D pictures up to one kilometre away has been developed in Edinburgh.,"Tue, 09 Apr 2013 11:43:53 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625,"('neutral', 0.8553662300109863)","('neutral', 0.7308388948440552)",neutral,0.8553662300109863,neutral,0.7308388948440552,Edinburgh,IN,Indiana,18081,4290,579.5,False,True,America/Indiana/Indianapolis,46124
Zoo calls halt to penguin parade,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-edinburgh-east-fife-17222803,The world famous penguin parade at Edinburgh zoo is going to be cancelled for the next three months.,"Thu, 01 Mar 2012 17:21:16 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625,"('neutral', 0.6941623091697693)","('negative', 0.7406460046768188)",neutral,0.6941623091697693,negative,0.7406460046768188,Edinburgh,IN,Indiana,18081,4290,579.5,False,True,America/Indiana/Indianapolis,46124
Experts unravel 'churkey' mystery,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-edinburgh-east-fife-12745163,"The ""churkey"" owes its distinctive look to a complex genetic mutation, according to scientists in Edinburgh.","Tue, 15 Mar 2011 22:19:01 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625,"('neutral', 0.8306102752685547)","('neutral', 0.9246857166290283)",neutral,0.8306102752685547,neutral,0.9246857166290284,Edinburgh,IN,Indiana,18081,4290,579.5,False,True,America/Indiana/Indianapolis,46124
Scottish telescope comes to Kent,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-england-kent-17513808,A telescope from the Royal Observatory in Edinburgh is to be given to a Kent astronomical society.,"Mon, 26 Mar 2012 15:07:57 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625,"('neutral', 0.9182184934616089)","('neutral', 0.9036535024642944)",neutral,0.9182184934616088,neutral,0.9036535024642944,Edinburgh,IN,Indiana,18081,4290,579.5,False,True,America/Indiana/Indianapolis,46124
Scientists invade Edinburgh Fringe,http://www.bbc.co.uk/news/entertainment-arts-23571166#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Scientists swap the lab for the stage in Edinburgh,"Mon, 05 Aug 2013 06:56:50 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625,"('neutral', 0.8659675717353821)","('neutral', 0.9179178476333618)",neutral,0.8659675717353821,neutral,0.9179178476333618,Edinburgh,IN,Indiana,18081,4290,579.5,False,True,America/Indiana/Indianapolis,46124
Climate change: What next for saving the planet?,https://www.bbc.co.uk/news/uk-scotland-47746289,Climate scientists from around the world are meeting in Edinburgh to plan future strategy.,"Sun, 31 Mar 2019 23:22:39 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625,"('neutral', 0.7690988183021545)","('neutral', 0.8174194097518921)",neutral,0.7690988183021545,neutral,0.8174194097518921,Edinburgh,IN,Indiana,18081,4290,579.5,False,True,America/Indiana/Indianapolis,46124
Climate protest camp targets RBS,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-edinburgh-east-fife-11020007,Dozens of climate change protesters set up camp close to the Royal Bank of Scotland headquarters in Edinburgh.,"Thu, 19 Aug 2010 09:33:37 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625,"('neutral', 0.7653630375862122)","('neutral', 0.7884098887443542)",neutral,0.7653630375862122,neutral,0.7884098887443542,Edinburgh,IN,Indiana,18081,4290,579.5,False,True,America/Indiana/Indianapolis,46124
TEDGlobal welcomes robot cockroaches,http://www.bbc.co.uk/news/technology-22786371#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The Technology, Entertainment and Design conference opens in Edinburgh this week with suitable off-the-wall technology.","Mon, 10 Jun 2013 11:53:08 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625,"('neutral', 0.4699612557888031)","('positive', 0.7189397811889648)",neutral,0.4699612557888031,positive,0.7189397811889648,Edinburgh,IN,Indiana,18081,4290,579.5,False,True,America/Indiana/Indianapolis,46124
Oklahoma drought kindles spectre of 1930s 'Dust Bowl',http://www.bbc.co.uk/news/science-environment-27986425#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Oklahoma drought kindles spectre of 1930s crisis,"Wed, 02 Jul 2014 21:49:23 GMT",Oklahoma,Pennsylvania,Clearfield,41.11,-78.7356,"('neutral', 0.6125888824462891)","('negative', 0.7424187064170837)",neutral,0.6125888824462891,negative,0.7424187064170837,Oklahoma,PA,Pennsylvania,42033,1125,443.4,False,False,America/New_York,15801
Just how bad is an EF5 tornado?,http://www.bbc.co.uk/news/science-environment-22622769#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Oklahoma tornado upgraded to an ""EF5"" - but what does that mean?","Wed, 22 May 2013 14:11:37 GMT",Oklahoma,Pennsylvania,Clearfield,41.11,-78.7356,"('negative', 0.839415431022644)","('neutral', 0.730966329574585)",negative,0.839415431022644,neutral,0.730966329574585,Oklahoma,PA,Pennsylvania,42033,1125,443.4,False,False,America/New_York,15801
Fracking 'linked to Oklahoma quake',http://www.bbc.co.uk/news/science-environment-21952428#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Scientists studying a 2011 earthquake in the US state of Oklahoma - the largest ever in the state - say wastewater from hydraulic fracturing was to blame.,"Wed, 27 Mar 2013 11:45:18 GMT",Oklahoma,Pennsylvania,Clearfield,41.11,-78.7356,"('neutral', 0.6601516604423523)","('neutral', 0.5422178506851196)",neutral,0.6601516604423523,neutral,0.5422178506851196,Oklahoma,PA,Pennsylvania,42033,1125,443.4,False,False,America/New_York,15801
Rare bog spider found at reserve,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-tayside-central-14215583,A rare bog sun-jumper spider - with flourescent green legs - is identified by experts at a nature reserve near Stirling.,"Wed, 20 Jul 2011 10:25:26 GMT",Stirling,New Jersey,Morris,40.6782,-74.4936,"('neutral', 0.7969680428504944)","('neutral', 0.874862790107727)",neutral,0.7969680428504944,neutral,0.874862790107727,Stirling,NJ,New Jersey,34027,3048,445.9,False,False,America/New_York,7980
VIDEO: Pupils learn how to look after bees,http://www.bbc.co.uk/go/rss/int/news/-/news/13871310,Breakfast presenter Bill Turnbull has been keeping bees for ten years and has been to visit Year 6 pupils at Borestone Primary School in Stirling to see their bee conservation project.,"Wed, 22 Jun 2011 09:51:26 GMT",Stirling,New Jersey,Morris,40.6782,-74.4936,"('neutral', 0.8428295254707336)","('neutral', 0.6370043158531189)",neutral,0.8428295254707336,neutral,0.6370043158531189,Stirling,NJ,New Jersey,34027,3048,445.9,False,False,America/New_York,7980
Iron Age torcs top Scots treasure trove,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-14761114,A hoard of gold Iron Age torcs found near Stirling is among the highlights of the sixth annual Scottish Treasure Trove report.,"Fri, 02 Sep 2011 10:14:43 GMT",Stirling,New Jersey,Morris,40.6782,-74.4936,"('neutral', 0.5794086456298828)","('neutral', 0.5159230828285217)",neutral,0.5794086456298828,neutral,0.5159230828285217,Stirling,NJ,New Jersey,34027,3048,445.9,False,False,America/New_York,7980
Chimps 'use human-like gestures',http://www.bbc.co.uk/news/uk-scotland-tayside-central-18827752#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A Stirling researcher says she has found that wild chimpanzees use similar gestures to humans to communicate.,"Fri, 13 Jul 2012 12:20:37 GMT",Stirling,New Jersey,Morris,40.6782,-74.4936,"('neutral', 0.8359043002128601)","('neutral', 0.9251000285148621)",neutral,0.8359043002128601,neutral,0.925100028514862,Stirling,NJ,New Jersey,34027,3048,445.9,False,False,America/New_York,7980
North Wales men's 'rare genetics',http://www.bbc.co.uk/go/rss/int/news/-/news/uk-wales-north-east-wales-14173910,"Experts ask men from north east Wales to provide a DNA sample to discover why those from the area carry an ""extraordinary"" genetic make-up.","Tue, 19 Jul 2011 08:49:39 GMT",North Wales,Pennsylvania,Montgomery,40.2111,-75.2745,"('neutral', 0.8844575881958008)","('neutral', 0.9075185656547546)",neutral,0.8844575881958008,neutral,0.9075185656547546,North Wales,PA,Pennsylvania,42091,3386,2150.9,False,True,America/New_York,19454 19455
VIDEO: The house that is heated by sea water,http://www.bbc.co.uk/news/science-environment-27513594#sa-ns_mchannel=rssns_source=PublicRSS20-sa,The National Trust is unveiling a new project on Thursday to suck heat from the sea to warm one of its historic homes in North Wales.,"Thu, 22 May 2014 05:01:33 GMT",North Wales,Pennsylvania,Montgomery,40.2111,-75.2745,"('neutral', 0.9074561595916748)","('neutral', 0.6411907076835632)",neutral,0.9074561595916748,neutral,0.6411907076835632,North Wales,PA,Pennsylvania,42091,3386,2150.9,False,True,America/New_York,19454 19455
UK's rarest lizards return to dunes,http://www.bbc.co.uk/nature/24022952,Rare sand lizards have been released on sand dunes in North Wales in a bid to revive ailing populations.,"Wed, 11 Sep 2013 06:47:55 GMT",North Wales,Pennsylvania,Montgomery,40.2111,-75.2745,"('positive', 0.5138391852378845)","('neutral', 0.5131846070289612)",positive,0.5138391852378845,neutral,0.5131846070289612,North Wales,PA,Pennsylvania,42091,3386,2150.9,False,True,America/New_York,19454 19455
VIDEO: Why sheep could be fitted with WiFi,http://www.bbc.co.uk/news/technology-31188251#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A team of researchers in North Wales are planning to connect sheep to the internet.,"Sat, 07 Feb 2015 08:57:30 GMT",North Wales,Pennsylvania,Montgomery,40.2111,-75.2745,"('neutral', 0.8789522647857666)","('neutral', 0.8898112177848816)",neutral,0.8789522647857666,neutral,0.8898112177848816,North Wales,PA,Pennsylvania,42091,3386,2150.9,False,True,America/New_York,19454 19455
VIDEO: Spectacular show from Mount Etna,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-14208862,"Europe's biggest active volcano, Mount Etna, is putting on a spectacular show as it continues to spew lava.","Tue, 19 Jul 2011 21:16:56 GMT",Mount Etna,Indiana,Huntington,40.7411,-85.5619,"('positive', 0.8526167273521423)","('positive', 0.8608688116073608)",positive,0.8526167273521423,positive,0.8608688116073608,Mount Etna,IN,Indiana,18069,124,83.8,False,True,America/Indiana/Indianapolis,46792 46750
VIDEO: Fiery spectacle from Mount Etna,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-15119785,Plumes of red ash and molten rock shot into the sky over Italy on Wednesday as Mount Etna burst into life for the 15th time this year.,"Thu, 29 Sep 2011 22:14:54 GMT",Mount Etna,Indiana,Huntington,40.7411,-85.5619,"('neutral', 0.8198570013046265)","('neutral', 0.7029218077659607)",neutral,0.8198570013046265,neutral,0.7029218077659607,Mount Etna,IN,Indiana,18069,124,83.8,False,True,America/Indiana/Indianapolis,46792 46750
Mount Etna is 'sliding towards the sea',http://www.bbc.co.uk/news/science-environment-43522169,"Measurements show the entire bulk of Europe's most active volcano is edging eastwards, Scientists say.","Sat, 24 Mar 2018 02:35:35 GMT",Mount Etna,Indiana,Huntington,40.7411,-85.5619,"('neutral', 0.9008561968803406)","('neutral', 0.9341258406639099)",neutral,0.9008561968803406,neutral,0.93412584066391,Mount Etna,IN,Indiana,18069,124,83.8,False,True,America/Indiana/Indianapolis,46792 46750
VIDEO: Mount Etna spews out lava and ash,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-14150574,Footage has been released of the Sicilian volcano Mount Etna spewing lava and ash on Wednesday.,"Thu, 14 Jul 2011 11:19:29 GMT",Mount Etna,Indiana,Huntington,40.7411,-85.5619,"('neutral', 0.8110530376434326)","('neutral', 0.8592586517333984)",neutral,0.8110530376434326,neutral,0.8592586517333984,Mount Etna,IN,Indiana,18069,124,83.8,False,True,America/Indiana/Indianapolis,46792 46750
VIDEO: Footage shows Mount Etna eruption,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-13381243,Sicily's Mount Etna spewed lava and sent clouds of ash into the air as it erupted with dramatic effect in the early hours of Thursday.,"Thu, 12 May 2011 16:01:35 GMT",Mount Etna,Indiana,Huntington,40.7411,-85.5619,"('neutral', 0.9295394420623779)","('neutral', 0.5810403823852539)",neutral,0.929539442062378,neutral,0.5810403823852539,Mount Etna,IN,Indiana,18069,124,83.8,False,True,America/Indiana/Indianapolis,46792 46750
Innovation nation,http://www.bbc.co.uk/go/rss/int/news/-/news/business-14190215,Gulf states look beyond oil for their future,"Mon, 18 Jul 2011 23:00:50 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('positive', 0.4999026358127594)","('neutral', 0.7587419748306274)",positive,0.4999026358127594,neutral,0.7587419748306274,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
BP sues for $40bn over Gulf spill,http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-13152270,"BP sues Transocean, the owner of the oil rig that exploded in the Gulf of Mexico last year, for $40bn (£24.37bn) in damages.","Thu, 21 Apr 2011 01:10:22 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('negative', 0.5207224488258362)","('negative', 0.6449320316314697)",negative,0.5207224488258362,negative,0.6449320316314697,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
Whale song,http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-10920352,Scientists track marine mammals to see impact of Gulf spill,"Thu, 12 Aug 2010 22:27:46 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('neutral', 0.7359073758125305)","('neutral', 0.9092435240745544)",neutral,0.7359073758125305,neutral,0.9092435240745544,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
Oiled pelican rescued from Gulf slick,http://www.bbc.co.uk/news/science-environment-10711614,BBC environment correspondent David Shukman witnesses the moment an oil-cloaked pelican was rescued.,"Wed, 21 Jul 2010 14:55:13 +0000",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('neutral', 0.8277921676635742)","('neutral', 0.8793469667434692)",neutral,0.8277921676635742,neutral,0.8793469667434692,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
Gulf opened to further drilling,http://www.bbc.co.uk/go/rss/int/news/-/news/business-15634488,President Obama has agreed to allow further oil and gas drilling in the Gulf of Mexico and Alaska.,"Tue, 08 Nov 2011 20:27:41 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('neutral', 0.8097694516181946)","('neutral', 0.7120038270950317)",neutral,0.8097694516181946,neutral,0.7120038270950317,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
Gulf spill 'devastated' sea life,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-12520630,"The Deepwater Horizon oil spill's effects on sealife will not be fully established for a decade, says a scientist at the AAAS science conference.","Mon, 21 Feb 2011 03:02:10 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('negative', 0.8321966528892517)","('neutral', 0.5574571490287781)",negative,0.8321966528892517,neutral,0.5574571490287781,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
AUDIO: Picture could 'hardly be worse' after Gulf spill,http://news.bbc.co.uk/go/rss/int/news/-/today/hi/today/newsid_9403000/9403252.stm,"Almost a year since the Gulf of Mexico oil spill, scientists at the AAAS have been discussing the shocking findings of their research into the disaster.","Mon, 21 Feb 2011 08:12:32 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('negative', 0.8337116837501526)","('negative', 0.6868889331817627)",negative,0.8337116837501526,negative,0.6868889331817627,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
Gulf spill evidence 'destroyed',http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-16044836,Oil giant BP accuses services firm Halliburton of destroying evidence relating to the oil well blast that caused America's worst offshore oil spill.,"Tue, 06 Dec 2011 06:23:17 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('negative', 0.5985581278800964)","('negative', 0.8735103607177734)",negative,0.5985581278800964,negative,0.8735103607177734,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
VIDEO: Plans to improve Gulf water technology,http://www.bbc.co.uk/news/business-19769041#sa-ns_mchannel=rssns_source=PublicRSS20-sa,The entire Gulf region is reliant on desalination technology to get most of its water but it's an energy inefficient process.,"Sat, 29 Sep 2012 09:40:35 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('neutral', 0.5342689156532288)","('negative', 0.7267799377441406)",neutral,0.5342689156532288,negative,0.7267799377441406,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
Plastic warship sails to the Gulf,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-glasgow-west-13351105,A Royal Navy warship made from plastic rather than metal leaves Faslane on the Clyde for active service in the Gulf.,"Tue, 10 May 2011 23:45:29 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('negative', 0.5589379072189331)","('neutral', 0.926624059677124)",negative,0.5589379072189331,neutral,0.926624059677124,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
Gulf of understanding,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-10851837,Deepwater Horizon may be the biggest accidental oil release in history; but is it the baddest?,"Tue, 3 Aug 2010 16:57:08 +0000",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('neutral', 0.5535933375358582)","('negative', 0.8457225561141968)",neutral,0.5535933375358582,negative,0.8457225561141968,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
Searching for the Gulf oil's victims,http://www.bbc.co.uk/news/science-environment-10712213,BBC News joins a wildlife search and rescue mission,"Wed, 21 Jul 2010 15:20:49 +0000",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('neutral', 0.6288248300552368)","('neutral', 0.9156667590141296)",neutral,0.6288248300552368,neutral,0.9156667590141296,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
Gulf leak may give climate clues,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-12130970,"Almost all methane released by the Deepwater Horizon leak was swallowed by bacteria - which could help understand future climate processes in the Arctic, scientists report.","Thu, 06 Jan 2011 19:11:22 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('neutral', 0.8775706887245178)","('neutral', 0.8815183639526367)",neutral,0.8775706887245178,neutral,0.8815183639526367,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
The cap used to slow the Gulf oil leak,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-12127015,"As UK MPs cast doubt on Britain's ability to deal with a deepwater oil leak, David Shukman visits two of the ""top hats"" used by BP in spills such as the Gulf of Mexico leak.","Thu, 06 Jan 2011 17:03:46 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('neutral', 0.8364479541778564)","('negative', 0.6405200958251953)",neutral,0.8364479541778564,negative,0.6405200958251953,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
BP denies sole blame for Gulf spill,http://www.bbc.co.uk/news/business-21599916#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A BP executive tells a US court the oil giant was not solely responsible for the 2010 oil spill, on the second day of a trial to determine liability.","Wed, 27 Feb 2013 09:42:49 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('neutral', 0.5505139231681824)","('neutral', 0.7432927489280701)",neutral,0.5505139231681824,neutral,0.7432927489280701,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
Illegal trade,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-11086707,Stemming flow of illegal eggs and birds into the Gulf states,"Wed, 25 Aug 2010 23:11:18 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('neutral', 0.5283887386322021)","('neutral', 0.5316608548164368)",neutral,0.5283887386322021,neutral,0.5316608548164368,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
Gas fuels breakdown of Gulf oil,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-11312040,"Bacteria breaking down oil from the Gulf of Mexico leak have been fuelled by natural gas in the water, a study suggests.","Fri, 17 Sep 2010 04:29:34 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('neutral', 0.6579887270927429)","('neutral', 0.7623817920684814)",neutral,0.6579887270927429,neutral,0.7623817920684814,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
Gulf oil wells 'must be plugged',http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-11320852,"The US says oil companies will soon have to plug 3,500 idle Gulf of Mexico oil wells and dismantle old kit in an effort to prevent future leaks.","Wed, 15 Sep 2010 20:16:38 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('neutral', 0.6125560402870178)","('neutral', 0.7233747243881226)",neutral,0.6125560402870178,neutral,0.7233747243881226,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
Blame shared over Gulf oil spill,http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-14919696,"A US federal report finds BP, Transocean and Halliburton responsible for the Deepwater Horizon rig disaster - the worst oil spill in US history.","Wed, 14 Sep 2011 21:24:22 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('negative', 0.7613800764083862)","('negative', 0.9068414568901062)",negative,0.7613800764083862,negative,0.9068414568901062,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
Feeding frenzy,http://www.bbc.co.uk/go/rss/int/news/-/news/business-11709027,Ex-BP boss admits firm was ill-equipped for Gulf oil disaster,"Tue, 09 Nov 2010 00:07:26 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('neutral', 0.5359739065170288)","('negative', 0.8146810531616211)",neutral,0.5359739065170288,negative,0.8146810531616211,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
BP 'not prepared' for Gulf spill,http://www.bbc.co.uk/go/rss/int/news/-/news/business-11709027,Ex-BP boss admits firm was ill-equipped for Gulf oil disaster,"Tue, 09 Nov 2010 00:07:26 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('negative', 0.6586589813232422)","('negative', 0.8146810531616211)",negative,0.6586589813232422,negative,0.8146810531616211,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
BP cements damaged Gulf oil well,http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-10883784,"BP finishes pumping cement into the top of its damaged Gulf of Mexico oil well as part of its ""static kill"" procedure. ","Thu, 5 Aug 2010 20:50:58 +0000",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('negative', 0.687093198299408)","('negative', 0.6569162011146545)",negative,0.687093198299408,negative,0.6569162011146545,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
BP prepares to seal Gulf oil well,http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-10834422,"BP says it plans to plug its oil well in the Gulf of Mexico on Tuesday, after conducting tests to see whether the ""static kill"" will work.","Mon, 2 Aug 2010 17:23:26 +0000",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('neutral', 0.7516264319419861)","('neutral', 0.9355561137199402)",neutral,0.7516264319419861,neutral,0.9355561137199402,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
Gulf drilling returns with limits,http://www.bbc.co.uk/go/rss/int/news/-/news/business-15634485,Much has changed since Gulf of Mexico oil drilling re-started,"Wed, 09 Nov 2011 12:12:36 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('neutral', 0.8119329810142517)","('neutral', 0.8776162266731262)",neutral,0.8119329810142517,neutral,0.8776162266731262,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
Gulf oil disaster trial delayed,http://www.bbc.co.uk/go/rss/int/news/-/news/business-17171396,"The civil trial over the 2010 Deepwater Horizon oil rig disaster, which was due to start on Monday, is delayed to allow for further talks on a settlement.","Sun, 26 Feb 2012 21:54:42 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('negative', 0.7707942724227905)","('negative', 0.5576878786087036)",negative,0.7707942724227905,negative,0.5576878786087036,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
BP pumping cement into Gulf well,http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-10883784,"BP starts pumping cement into the top of its damaged Gulf of Mexico oil well as part of its ""static kill"" procedure. ","Thu, 5 Aug 2010 16:19:44 +0000",Gulf,North Carolina,Chatham,35.5597,-79.2805,"('neutral', 0.8569974303245544)","('negative', 0.6076412796974182)",neutral,0.8569974303245544,negative,0.6076412796974182,Gulf,NC,North Carolina,37037,67,45.0,False,False,America/New_York,27256 27252 27330
North Sea cod stocks 'are recovering',http://www.bbc.co.uk/news/science-environment-22820162#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"North Sea cod stocks are on the road to sustainability, according to Marine Stewardship Council research.","Sat, 08 Jun 2013 07:03:04 GMT",North Sea,New York,Suffolk,40.933,-72.4047,"('positive', 0.536498486995697)","('positive', 0.6098727583885193)",positive,0.536498486995697,positive,0.6098727583885193,North Sea,NY,New York,36103,6191,183.8,False,False,America/New_York,11968
VIDEO: Cod stocks in North Sea 'recovering',http://www.bbc.co.uk/news/science-environment-22825127#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"North Sea cod stocks are improving, according to research by the Marine Stewardship Council (MSC).","Sat, 08 Jun 2013 08:08:58 GMT",North Sea,New York,Suffolk,40.933,-72.4047,"('neutral', 0.8686464428901672)","('positive', 0.852512001991272)",neutral,0.8686464428901672,positive,0.852512001991272,North Sea,NY,New York,36103,6191,183.8,False,False,America/New_York,11968
Shell defends safety after leak,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-north-east-orkney-shetland-14613453,"Shell says safety is its priority, after calls for North Sea activities to be curbed in the wake of the leak.","Mon, 22 Aug 2011 08:55:27 GMT",North Sea,New York,Suffolk,40.933,-72.4047,"('neutral', 0.8139592409133911)","('neutral', 0.8508891463279724)",neutral,0.8139592409133911,neutral,0.8508891463279724,North Sea,NY,New York,36103,6191,183.8,False,False,America/New_York,11968
Northern lights linked to North Sea whale strandings,http://www.bbc.co.uk/news/science-environment-41110082,Scientists connect the solar storms behind the Aurora Borealis to the deaths of 29 whales in the North Sea.,"Mon, 04 Sep 2017 23:27:19 GMT",North Sea,New York,Suffolk,40.933,-72.4047,"('neutral', 0.8124517202377319)","('neutral', 0.7226970195770264)",neutral,0.8124517202377319,neutral,0.7226970195770264,North Sea,NY,New York,36103,6191,183.8,False,False,America/New_York,11968
Elgin leak poses massive challenge,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-17546580,David Shukman looks at ways to plug the North Sea gas leak,"Fri, 30 Mar 2012 12:16:46 GMT",North Sea,New York,Suffolk,40.933,-72.4047,"('neutral', 0.6615821719169617)","('neutral', 0.8900860548019409)",neutral,0.6615821719169617,neutral,0.8900860548019409,North Sea,NY,New York,36103,6191,183.8,False,False,America/New_York,11968
EU green light for UK carbon project,http://www.bbc.co.uk/news/science-environment-27063796#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A British project to capture CO2 and bury it under the North Sea looks set to receive a 300m-euro boost from the EU.,"Thu, 17 Apr 2014 16:12:16 GMT",North Sea,New York,Suffolk,40.933,-72.4047,"('neutral', 0.8258516788482666)","('neutral', 0.6818097829818726)",neutral,0.8258516788482666,neutral,0.6818097829818726,North Sea,NY,New York,36103,6191,183.8,False,False,America/New_York,11968
